Top Core Depth [],Top Drilling depth below sea floor [m DSF],"Top Depth DSF, MSF, WSF and CSF-B [m, CMP]",Top Core depth (below sea floor) [m CSF-A],Top Core depth (below sea floor) [m CSF-B],"Top Depth DSF, MSF, WSF and CSF-A [m]",Bottom Core Depth [],Bottom Drilling depth below sea floor [m DSF],"Bottom Depth DSF, MSF, WSF and CSF-B [m, CMP]",Bottom Core depth (below sea floor) [m CSF-A],Bottom Core depth (below sea floor) [m CSF-B],"Bottom Depth DSF, MSF, WSF and CSF-A [m]",Sample source,J-CORES sample ID,Sample code,Sample request,Sample volume (cm3),Sample entered by,Sample comment,Sample repository,Sample time-stamp,moisture and density::comment on measurement::text,moisture and density::beaker mass [g]::number,moisture and density::beaker volume [cm3]::number,moisture and density::wet sample beaker+sample mass [g]::number,moisture and density::wet bulk mass [g]::number,moisture and density::dry sample beaker+sample mass [g]::number,moisture and density::dry sample beaker+sample volume [cm3]::number,moisture and density::dry bulk mass [g]::number,moisture and density::pore water mass [g]::number,moisture and density::pore water volume [cm3]::number,moisture and density::solids volume: dry bulk - salt [cm3]::number,moisture and density::wet bulk volume: solids + pore water [cm3]::number,moisture and density::dry bulk volume [cm3]::number,moisture and density::salt mass [g]::number,moisture and density::salt volume [cm3]::number,moisture and density::solids mass [g]::number,moisture and density::water content wet::number,moisture and density::water content dry::number,moisture and density::bulk density [g/cm3]::number,moisture and density::dry density [g/cm3]::number,moisture and density::grain density [g/cm3]::number,moisture and density::porosity::number,moisture and density::void ratio::number,moisture and density::registerer,moisture and density::registration time-stamp
"C0022B-33X-4, 86.0 cm",NULL,338.72,338.72,338.72,338.72,"C0022B-33X-4, 88.0 cm",NULL,338.74,338.74,338.74,338.74,"C0022B-33X-4 W, 86.0--88.0 cm",CKY000000000001753210,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:55:14Z,NULL,18.1918,8.1821,27.69,9.4982,25.399,10.8484,7.2072,2.3741,2.3185,2.6285,4.947,2.6663,0.0831,0.0378,7.1241,0.25,0.3332,1.92,1.4401,2.7103,0.4687,0.8821,fuway,2013-01-12T02:19:31Z
"C0022B-33X-5, 11.0 cm",NULL,339.285,339.285,339.285,339.285,"C0022B-33X-5, 13.0 cm",NULL,339.305,339.305,339.305,339.305,"C0022B-33X-5 W, 11.0--13.0 cm",CKY000000000001753310,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.9988,8.58,28.8232,9.8244,26.359,11.3095,7.3602,2.5536,2.4938,2.6889,5.1827,2.7295,0.0894,0.0406,7.2708,0.2599,0.3512,1.8956,1.4029,2.704,0.4812,0.9274,fuway,2013-01-12T02:19:31Z
"C0022B-33X-5, 118.0 cm",NULL,340.355,340.355,340.355,340.355,"C0022B-33X-5, 120.0 cm",NULL,340.375,340.375,340.375,340.375,"C0022B-33X-5 W, 118.0--120.0 cm",CKY000000000001753410,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,19.1354,8.5894,30.7248,11.5894,27.6321,11.7997,8.4967,3.2049,3.1298,3.1593,6.2891,3.2103,0.1122,0.051,8.3845,0.2765,0.3822,1.8428,1.3332,2.6539,0.4977,0.9907,fuway,2013-01-12T02:19:31Z
"C0022B-33X-6, 28.0 cm",NULL,340.815,340.815,340.815,340.815,"C0022B-33X-6, 30.0 cm",NULL,340.835,340.835,340.835,340.835,"C0022B-33X-6 W, 28.0--30.0 cm",CKY000000000001753510,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.9218,8.5442,26.2405,7.3187,24.2218,10.457,5.3,2.0919,2.0429,1.8795,3.9224,1.9128,0.0732,0.0333,5.2268,0.2858,0.4002,1.8659,1.3326,2.781,0.5208,1.0869,fuway,2013-01-12T02:19:31Z
"C0022B-33X-8, 0.0 cm",NULL,342.185,342.185,342.185,342.185,"C0022B-33X-8, 2.0 cm",NULL,342.205,342.205,342.205,342.205,"C0022B-33X-8 W, 0.0--2.0 cm",CKY000000000001753610,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T05:46:37Z,NULL,18.7225,8.4997,27.2874,8.5649,25.0245,10.7527,6.302,2.345,2.29,2.2157,4.5057,2.253,0.0821,0.0373,6.2199,0.2738,0.377,1.9009,1.3805,2.8072,0.5082,1.0335,fuway,2013-01-12T02:19:31Z
"C0022B-34X-1, 17.0 cm",NULL,343.67,343.67,343.67,343.67,"C0022B-34X-1, 19.0 cm",NULL,343.69,343.69,343.69,343.69,"C0022B-34X-1 W, 17.0--19.0 cm",CKY000000000001754810,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.2569,8.194,29.6535,11.3966,26.7764,11.3816,8.5195,2.9815,2.9116,3.1401,6.0517,3.1876,0.1044,0.0475,8.4151,0.2616,0.3543,1.8832,1.3905,2.6799,0.4811,0.9272,fuway,2013-01-12T02:19:31Z
"C0022B-34X-1, 84.0 cm",NULL,344.34,344.34,344.34,344.34,"C0022B-34X-1, 86.0 cm",NULL,344.36,344.36,344.36,344.36,"C0022B-34X-1 W, 84.0--86.0 cm",CKY000000000001754910,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.6434,8.3787,27.4991,8.8557,25.4082,10.9343,6.7648,2.1667,2.1159,2.5211,4.637,2.5556,0.0758,0.0345,6.689,0.2447,0.3239,1.9098,1.4425,2.6532,0.4563,0.8393,fuway,2013-01-12T02:19:31Z
"C0022B-34X-2, 38.0 cm",NULL,345.185,345.185,345.185,345.185,"C0022B-34X-2, 40.5 cm",NULL,345.21,345.21,345.21,345.21,"C0022B-34X-2 WR, 38.0--40.5 cm",CKY000000000001740110,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T00:13:49Z,NULL,18.262,8.2128,27.653,9.391,25.4579,10.907,7.1959,2.2747,2.2214,2.658,4.8794,2.6942,0.0796,0.0362,7.1163,0.2422,0.3196,1.9246,1.4584,2.6773,0.4553,0.8357,fuway,2013-01-12T02:19:31Z
"C0022B-34X-4, 103.0 cm",NULL,346.79,346.79,346.79,346.79,"C0022B-34X-4, 105.0 cm",NULL,346.81,346.81,346.81,346.81,"C0022B-34X-4 W, 103.0--105.0 cm",CKY000000000001755010,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.6834,8.4446,25.2217,6.5383,23.5308,10.2281,4.8474,1.7522,1.7111,1.7556,3.4667,1.7835,0.0613,0.0279,4.7861,0.268,0.3661,1.886,1.3806,2.7262,0.4936,0.9747,fuway,2013-01-12T02:19:31Z
"C0022B-34X-5, 27.0 cm",NULL,347.435,347.435,347.435,347.435,"C0022B-34X-5, 29.0 cm",NULL,347.455,347.455,347.455,347.455,"C0022B-34X-5 W, 27.0--29.0 cm",CKY000000000001755110,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,19.0712,8.5636,27.4715,8.4003,25.3127,10.9577,6.2415,2.2371,2.1847,2.3585,4.5432,2.3941,0.0783,0.0356,6.1632,0.2663,0.363,1.849,1.3566,2.6132,0.4809,0.9263,fuway,2013-01-12T02:19:31Z
"C0022B-34X-5, 98.5 cm",NULL,348.15,348.15,348.15,348.15,"C0022B-34X-5, 105.0 cm",NULL,348.215,348.215,348.215,348.215,"C0022B-34X-5 W, 98.5--105.0 cm",CKY000000000001740910,PP,NULL,8,yasunagam,Taken from WH,CKY,2013-01-07T22:53:36Z,NULL,18.812,8.4586,28.2379,9.4259,26.2049,11.2132,7.3929,2.1067,2.0573,2.7211,4.7784,2.7546,0.0737,0.0335,7.3192,0.2235,0.2878,1.9726,1.5317,2.6898,0.4305,0.7561,fuway,2013-01-12T02:19:31Z
"C0022B-34X-6, 20.0 cm",NULL,348.765,348.765,348.765,348.765,"C0022B-34X-6, 22.0 cm",NULL,348.785,348.785,348.785,348.785,"C0022B-34X-6 W, 20.0--22.0 cm",CKY000000000001755210,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.6811,8.4396,26.8715,8.1904,24.9541,10.7259,6.273,1.9869,1.9403,2.2547,4.195,2.2863,0.0695,0.0316,6.2035,0.2426,0.3203,1.9524,1.4788,2.7514,0.4625,0.8606,fuway,2013-01-12T02:19:31Z
"C0022B-34X-6, 135.0 cm",NULL,349.915,349.915,349.915,349.915,"C0022B-34X-6, 137.0 cm",NULL,349.935,349.935,349.935,349.935,"C0022B-34X-6 W, 135.0--137.0 cm",CKY000000000001755310,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.1834,8.1588,29.6973,11.5139,26.6517,11.3567,8.4683,3.1561,3.0821,3.1477,6.2298,3.1979,0.1105,0.0502,8.3578,0.2741,0.3776,1.8482,1.3416,2.6552,0.4947,0.9792,fuway,2013-01-12T02:19:31Z
"C0022B-34X-7, 7.0 cm",NULL,350.01,350.01,350.01,350.01,"C0022B-34X-7, 9.0 cm",NULL,350.03,350.03,350.03,350.03,"C0022B-34X-7 W, 7.0--9.0 cm",CKY000000000001755410,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.2868,8.2637,33.6048,15.318,29.6695,12.5869,11.3827,4.078,3.9824,4.2583,8.2407,4.3232,0.1427,0.0649,11.24,0.2662,0.3628,1.8588,1.364,2.6396,0.4833,0.9352,fuway,2013-01-12T02:19:31Z
"C0022B-34X-7, 115.0 cm",NULL,351.09,351.09,351.09,351.09,"C0022B-34X-7, 117.0 cm",NULL,351.11,351.11,351.11,351.11,"C0022B-34X-7 W, 115.0--117.0 cm",CKY000000000001755510,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.8305,8.5202,27.8961,9.0656,25.4489,10.889,6.6184,2.536,2.4766,2.3284,4.805,2.3688,0.0888,0.0404,6.5296,0.2797,0.3884,1.8867,1.3589,2.8043,0.5154,1.0636,fuway,2013-01-12T02:19:31Z
"C0022B-34X-8, 45.0 cm",NULL,351.79,351.79,351.79,351.79,"C0022B-34X-8, 47.0 cm",NULL,351.81,351.81,351.81,351.81,"C0022B-34X-8 W, 45.0--47.0 cm",CKY000000000001755610,PP,NULL,8,esteban338,NULL,CKY,2013-01-05T07:21:27Z,NULL,18.8925,8.5059,27.2429,8.3504,25.182,10.846,6.2895,2.1356,2.0855,2.3061,4.3916,2.3401,0.0747,0.034,6.2148,0.2557,0.3436,1.9014,1.4152,2.6949,0.4749,0.9043,fuway,2013-01-12T02:19:31Z
"C0022B-35X-1, 30.0 cm",NULL,353.277,353.3,353.277,353.3,"C0022B-35X-1, 32.0 cm",NULL,353.296,353.32,353.296,353.32,"C0022B-35X-1 W, 30.0--32.0 cm",CKY000000000001763610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.7289,8.4207,29.2171,10.4882,26.2703,11.2301,7.5414,3.0537,2.9821,2.7608,5.7429,2.8094,0.1069,0.0486,7.4345,0.2912,0.4107,1.8263,1.2946,2.6929,0.5193,1.0802,fuway,2013-01-12T02:19:31Z
"C0022B-35X-1, 130.0 cm",NULL,354.201,354.3,354.201,354.3,"C0022B-35X-1, 132.0 cm",NULL,354.22,354.32,354.22,354.32,"C0022B-35X-1 W, 130.0--132.0 cm",CKY000000000001763710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.8311,8.4767,28.8437,10.0126,26.2165,11.2203,7.3854,2.7225,2.6587,2.7003,5.359,2.7436,0.0953,0.0433,7.2901,0.2719,0.3735,1.8684,1.3603,2.6997,0.4961,0.9846,fuway,2013-01-12T02:19:31Z
"C0022B-35X-2, 21.0 cm",NULL,354.493,354.615,354.493,354.615,"C0022B-35X-2, 23.0 cm",NULL,354.511,354.635,354.511,354.635,"C0022B-35X-2 W, 21.0--23.0 cm",CKY000000000001763810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.8707,8.587,27.0524,8.1817,24.8404,10.7311,5.9697,2.2922,2.2385,2.1076,4.3461,2.1441,0.0802,0.0365,5.8895,0.2802,0.3892,1.8825,1.3551,2.7944,0.5151,1.0621,fuway,2013-01-12T02:19:31Z
"C0022B-35X-2, 100.0 cm",NULL,355.223,355.405,355.223,355.405,"C0022B-35X-2, 102.0 cm",NULL,355.241,355.425,355.241,355.425,"C0022B-35X-2 W, 100.0--102.0 cm",CKY000000000001763910,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.8541,8.5222,29.7315,10.8774,27.0182,11.4904,8.1641,2.8117,2.7458,2.9235,5.6693,2.9682,0.0984,0.0447,8.0657,0.2585,0.3486,1.9186,1.4227,2.7589,0.4843,0.9392,fuway,2013-01-12T02:19:31Z
"C0022B-35X-3, 17.0 cm",NULL,355.528,355.735,355.528,355.735,"C0022B-35X-3, 19.0 cm",NULL,355.546,355.755,355.546,355.755,"C0022B-35X-3 W, 17.0--19.0 cm",CKY000000000001764010,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.7101,8.378,35.4167,16.7066,31.2945,13.0775,12.5844,4.2717,4.1716,4.6315,8.8031,4.6995,0.1495,0.068,12.4349,0.2557,0.3435,1.8978,1.4126,2.6849,0.4739,0.9007,fuway,2013-01-12T02:19:31Z
"C0022B-35X-3, 81.0 cm",NULL,356.119,356.375,356.119,356.375,"C0022B-35X-3, 83.0 cm",NULL,356.137,356.395,356.137,356.395,"C0022B-35X-3 W, 81.0--83.0 cm",CKY000000000001764110,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.1255,8.1763,38.5515,20.426,33.6488,13.8924,15.5233,5.0805,4.9614,5.6353,10.5967,5.7161,0.1778,0.0808,15.3455,0.2487,0.3311,1.9276,1.4481,2.7231,0.4682,0.8804,fuway,2013-01-12T02:19:31Z
"C0022B-35X-4, 75.0 cm",NULL,357.311,357.665,357.311,357.665,"C0022B-35X-4, 77.0 cm",NULL,357.33,357.685,357.33,357.685,"C0022B-35X-4 W, 75.0--77.0 cm",CKY000000000001764210,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.7631,8.4717,24.1767,5.4136,22.9036,9.9098,4.1405,1.3193,1.2884,1.4171,2.7055,1.4381,0.0462,0.021,4.0943,0.2437,0.3222,2.001,1.5133,2.8892,0.4762,0.9092,fuway,2013-01-12T02:19:31Z
"C0022B-35X-6, 0.0 cm",NULL,357.916,358.32,357.916,358.32,"C0022B-35X-6, 3.0 cm",NULL,357.944,358.35,357.944,358.35,"C0022B-35X-6 W, 0.0--3.0 cm",CKY000000000001764310,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:08:23Z,NULL,18.8795,8.4616,32.4467,13.5672,29.2762,12.3652,10.3967,3.2855,3.2085,3.8513,7.0598,3.9036,0.115,0.0523,10.2817,0.2422,0.3195,1.9218,1.4564,2.6697,0.4545,0.8331,fuway,2013-01-12T02:19:31Z
"C0022B-35X-6, 88.0 cm",NULL,358.73,359.2,358.73,359.2,"C0022B-35X-6, 90.0 cm",NULL,358.748,359.22,358.748,359.22,"C0022B-35X-6 WR, 88.0--90.0 cm",CKY000000000001756210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T07:36:55Z,NULL,18.8396,8.4922,31.4789,12.6393,28.8025,12.1483,9.9629,2.7735,2.7085,3.612,6.3205,3.6561,0.0971,0.0441,9.8658,0.2194,0.2811,1.9997,1.5609,2.7314,0.4285,0.7499,fuway,2013-01-12T02:19:31Z
"C0022B-35X-7, 102.0 cm",NULL,359.691,360.24,359.691,360.24,"C0022B-35X-7, 104.0 cm",NULL,359.709,360.26,359.709,360.26,"C0022B-35X-7 W, 102.0--104.0 cm",CKY000000000001764410,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:31:08Z,NULL,18.8329,8.4451,42.5248,23.6919,37.0994,15.2977,18.2665,5.6222,5.4904,6.7631,12.2535,6.8526,0.1968,0.0895,18.0697,0.2373,0.3111,1.9335,1.4747,2.6718,0.4481,0.8118,fuway,2013-01-12T02:19:31Z
"C0022B-35X-7, 124.0 cm",NULL,359.894,360.46,359.894,360.46,"C0022B-35X-7, 127.0 cm",NULL,359.922,360.49,359.922,360.49,"C0022B-35X-7 WR, 124.0--127.0 cm",CKY000000000001757310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T07:41:42Z,NULL,18.8122,8.4046,33.0374,14.2252,30.0468,12.6574,11.2346,3.0991,3.0265,4.2035,7.23,4.2528,0.1085,0.0493,11.1261,0.2179,0.2785,1.9675,1.5389,2.6469,0.4186,0.72,fuway,2013-01-12T02:19:31Z
"C0022B-35X-8, 10.0 cm",NULL,360.014,360.59,360.014,360.59,"C0022B-35X-8, 13.5 cm",NULL,360.047,360.625,360.047,360.625,"C0022B-35X-8 WR, 10.0--13.5 cm",CKY000000000001758210,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T07:48:53Z,NULL,18.6266,8.3957,33.162,14.5354,29.5785,12.447,10.9519,3.7135,3.6265,3.9922,7.6187,4.0513,0.13,0.0591,10.8219,0.2555,0.3431,1.9079,1.4204,2.7108,0.476,0.9084,fuway,2013-01-12T02:19:31Z
"C0022B-35X-8, 35.0 cm",NULL,360.245,360.84,360.245,360.84,"C0022B-35X-8, 37.0 cm",NULL,360.264,360.86,360.264,360.86,"C0022B-35X-8 W, 35.0--37.0 cm",CKY000000000001764510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:31:08Z,NULL,18.7673,8.4928,31.9479,13.1806,28.4785,12.0004,9.7112,3.5952,3.5109,3.4504,6.9613,3.5076,0.1258,0.0572,9.5854,0.2728,0.3751,1.8934,1.377,2.7781,0.5043,1.0175,fuway,2013-01-12T02:19:31Z
"C0022B-35X-9, 9.5 cm",NULL,360.749,361.385,360.749,361.385,"C0022B-35X-9, 11.5 cm",NULL,360.767,361.405,360.767,361.405,"C0022B-35X-9 WR, 9.5--11.5 cm",CKY000000000001759510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T07:54:35Z,NULL,18.8276,8.4991,34.655,15.8274,30.6543,12.8388,11.8267,4.1458,4.0486,4.2737,8.3223,4.3397,0.1451,0.066,11.6816,0.2619,0.3549,1.9018,1.4037,2.7334,0.4865,0.9473,fuway,2013-01-12T02:19:31Z
"C0022B-35X-10, 33.0 cm",NULL,361.65,362.36,361.65,362.36,"C0022B-35X-10, 34.0 cm",NULL,361.659,362.37,361.659,362.37,"C0022B-35X-10 W, 33.0--34.0 cm",CKY000000000001764610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T12:33:52Z,NULL,18.7917,8.4857,32.3212,13.5295,29.4238,12.3808,10.6321,3.0025,2.9321,3.8473,6.7794,3.8951,0.1051,0.0478,10.527,0.2219,0.2852,1.9957,1.5528,2.7362,0.4325,0.7621,fuway,2013-01-12T02:19:31Z
"C0022B-36X-1, 11.0 cm",NULL,362.61,362.61,362.61,362.61,"C0022B-36X-1, 13.0 cm",NULL,362.63,362.63,362.63,362.63,"C0022B-36X-1 W, 11.0--13.0 cm",CKY000000000001768610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,18.8335,8.4924,38.1249,19.2914,33.0065,13.806,14.173,5.304,5.1797,5.2292,10.4089,5.3136,0.1856,0.0844,13.9874,0.2749,0.3792,1.8534,1.3438,2.6749,0.4976,0.9905,fuway,2013-01-12T02:19:31Z
"C0022B-36X-2, 89.0 cm",NULL,364.185,364.185,364.185,364.185,"C0022B-36X-2, 95.0 cm",NULL,364.245,364.245,364.245,364.245,"C0022B-36X-2 W, 89.0--95.0 cm",CKY000000000001768710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,18.649,8.3921,35.1733,16.5243,31.5432,13.2232,12.8942,3.7618,3.6736,4.7712,8.4448,4.8311,0.1317,0.0599,12.7625,0.2277,0.2948,1.9567,1.5113,2.6749,0.435,0.77,fuway,2013-01-12T02:19:31Z
"C0022B-36X-5, 29.0 cm",NULL,366.35,366.35,366.35,366.35,"C0022B-36X-5, 31.0 cm",NULL,366.37,366.37,366.37,366.37,"C0022B-36X-5 W, 29.0--31.0 cm",CKY000000000001769510,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,18.7231,8.4358,40.2533,21.5302,34.8767,14.3551,16.1536,5.5716,5.441,5.8307,11.2717,5.9193,0.195,0.0886,15.9586,0.2588,0.3491,1.9101,1.4158,2.737,0.4827,0.9332,fuway,2013-01-12T02:19:31Z
"C0022B-36X-5, 116.0 cm",NULL,367.22,367.22,367.22,367.22,"C0022B-36X-5, 118.0 cm",NULL,367.24,367.24,367.24,367.24,"C0022B-36X-5 W, 116.0--118.0 cm",CKY000000000001769610,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,18.8485,8.5192,31.3609,12.5124,28.1868,11.9299,9.3383,3.2892,3.2121,3.3584,6.5705,3.4107,0.1151,0.0523,9.2232,0.2629,0.3566,1.9043,1.4037,2.7463,0.4889,0.9564,fuway,2013-01-12T02:19:31Z
"C0022B-36X-6, 0.0 cm",NULL,367.465,367.465,367.465,367.465,"C0022B-36X-6, 8.0 cm",NULL,367.545,367.545,367.545,367.545,"C0022B-36X-6 WR, 0.0--8.0 cm",CKY000000000001762610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T10:31:56Z,sand,18.8626,8.5056,34.4955,15.6329,30.7634,12.9391,11.9008,3.8675,3.7769,4.372,8.1489,4.4335,0.1354,0.0615,11.7654,0.2474,0.3287,1.9184,1.4438,2.6911,0.4635,0.8639,fuway,2013-01-12T02:19:31Z
"C0022B-36X-6, 65.0 cm",NULL,368.115,368.115,368.115,368.115,"C0022B-36X-6, 67.0 cm",NULL,368.135,368.135,368.135,368.135,"C0022B-36X-6 W, 65.0--67.0 cm",CKY000000000001769710,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,18.5797,8.4035,31.2799,12.7002,28.1774,11.8751,9.5977,3.215,3.1396,3.4205,6.5601,3.4716,0.1125,0.0511,9.4852,0.2531,0.3389,1.936,1.4459,2.773,0.4786,0.9179,fuway,2013-01-12T02:19:31Z
"C0022B-36X-7, 73.0 cm",NULL,369.515,369.515,369.515,369.515,"C0022B-36X-7, 75.0 cm",NULL,369.535,369.535,369.535,369.535,"C0022B-36X-7 W, 73.0--75.0 cm",CKY000000000001769810,PP,NULL,8,skarbek338,NULL,CKY,2013-01-05T15:00:00Z,NULL,19.0282,8.5576,37.3243,18.2961,32.6677,13.5977,13.6395,4.8255,4.7124,4.9633,9.6757,5.0401,0.1689,0.0768,13.4706,0.2637,0.3582,1.8909,1.3922,2.714,0.487,0.9494,fuway,2013-01-12T02:19:31Z
"C0022B-37X-1, 37.0 cm",NULL,372.37,372.37,372.37,372.37,"C0022B-37X-1, 39.0 cm",NULL,372.39,372.39,372.39,372.39,"C0022B-37X-1 W, 37.0--39.0 cm",CKY000000000001775310,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T18:20:10Z,NULL,17.9333,8.0803,26.7542,8.8209,24.6799,10.6044,6.7466,2.1495,2.0991,2.4899,4.589,2.5241,0.0752,0.0342,6.6714,0.2437,0.3222,1.9222,1.4538,2.6794,0.4574,0.843,fuway,2013-01-12T02:19:31Z
"C0022B-37X-2, 3.0 cm",NULL,372.94,372.94,372.94,372.94,"C0022B-37X-2, 5.0 cm",NULL,372.96,372.96,372.96,372.96,"C0022B-37X-2 W, 3.0--5.0 cm",CKY000000000001775410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T18:20:10Z,NULL,18.8333,8.456,30.1682,11.3349,27.2019,11.5649,8.3686,3.0739,3.0019,3.06,6.0619,3.1089,0.1076,0.0489,8.261,0.2712,0.3721,1.8699,1.3628,2.6997,0.4952,0.981,fuway,2013-01-12T02:19:31Z
"C0022B-37X-3, 15.0 cm",NULL,373.455,373.455,373.455,373.455,"C0022B-37X-3, 20.0 cm",NULL,373.505,373.505,373.505,373.505,"C0022B-37X-3 W, 15.0--20.0 cm",CKY000000000001775510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T18:20:10Z,NULL,18.0976,8.16,30.7163,12.6187,27.3221,11.5238,9.2245,3.5173,3.4349,3.3078,6.7427,3.3638,0.1231,0.056,9.1014,0.2787,0.3865,1.8715,1.3498,2.7515,0.5094,1.0384,fuway,2013-01-12T02:19:31Z
"C0022B-37X-3, 94.5 cm",NULL,374.25,374.25,374.25,374.25,"C0022B-37X-3, 97.5 cm",NULL,374.28,374.28,374.28,374.28,"C0022B-37X-3 W, 94.5--97.5 cm",CKY000000000001775610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T18:20:10Z,NULL,18.076,8.1307,28.2931,10.2171,25.6989,10.9522,7.6229,2.6883,2.6253,2.7787,5.404,2.8215,0.0941,0.0428,7.5288,0.2631,0.3571,1.8907,1.3932,2.7095,0.4858,0.9448,fuway,2013-01-12T02:19:31Z
"C0022B-38X-1, 22.0 cm",NULL,381.709,381.72,381.709,381.72,"C0022B-38X-1, 24.0 cm",NULL,381.728,381.74,381.728,381.74,"C0022B-38X-1 W, 22.0--24.0 cm",CKY000000000001777410,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T23:55:25Z,NULL,18.7915,8.4548,29.3053,10.5138,26.6812,11.3632,7.8897,2.7193,2.6556,2.8651,5.5207,2.9084,0.0952,0.0433,7.7945,0.2586,0.3489,1.9044,1.4119,2.7205,0.481,0.9269,fuway,2013-01-12T02:19:31Z
"C0022B-38X-1, 107.0 cm",NULL,382.518,382.57,382.518,382.57,"C0022B-38X-1, 111.0 cm",NULL,382.556,382.61,382.556,382.61,"C0022B-38X-1 WR, 107.0--111.0 cm",CKY000000000001765710,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T13:41:57Z,NULL,18.7973,8.4403,32.201,13.4037,29.2047,12.3265,10.4074,3.105,3.0322,3.8368,6.869,3.8862,0.1087,0.0494,10.2987,0.2317,0.3015,1.9513,1.4993,2.6842,0.4414,0.7903,fuway,2013-01-12T02:19:31Z
"C0022B-38X-2, 39.5 cm",NULL,383.212,383.3,383.212,383.3,"C0022B-38X-2, 41.5 cm",NULL,383.231,383.32,383.231,383.32,"C0022B-38X-2 W, 39.5--41.5 cm",CKY000000000001777510,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T23:55:25Z,NULL,18.3187,8.2486,31.9699,13.6512,28.846,12.1485,10.5273,3.2372,3.1613,3.8484,7.0097,3.8999,0.1133,0.0515,10.414,0.2371,0.3109,1.9475,1.4857,2.7061,0.451,0.8215,fuway,2013-01-12T02:19:31Z
"C0022B-38X-2, 106.0 cm",NULL,383.844,383.965,383.844,383.965,"C0022B-38X-2, 108.0 cm",NULL,383.863,383.985,383.863,383.985,"C0022B-38X-2 W, 106.0--108.0 cm",CKY000000000001777610,PP,NULL,8,kitajima338,NULL,CKY,2013-01-05T23:55:25Z,NULL,18.7954,8.4384,35.3666,16.5712,30.943,12.961,12.1476,4.584,4.4766,4.4497,8.9263,4.5226,0.1604,0.0729,11.9872,0.2766,0.3824,1.8564,1.3429,2.6939,0.5015,1.006,fuway,2013-01-12T02:19:31Z
